timestamp during request triggered : 1773561010585	 Sensor ID : RL Postimestamp during request triggered : 1773561010592	 Sensor ID : RL Postimestamp during response triggered : 1773561010610	 Sensor ID : RL sensor
timestamp during response triggered : 1773561010635	 Sensor ID : RL sensor
timestamp during request triggered : 1773565778602	 Sensor ID : FR Postimestamp during response triggered : 1773565778603	 Sensor ID : RR sensor
timestamp during request triggered : 1773565778613	 Sensor ID : FL Postimestamp during request triggered : 1773565778615	 Sensor ID : RL Postimestamp during response triggered : 1773565778624	 Sensor ID : FR sensor
timestamp during request triggered : 1773565778631	 Sensor ID : RR Postimestamp during response triggered : 1773565778635	 Sensor ID : FL sensor
timestamp during response triggered : 1773565778638	 Sensor ID : RL sensor
timestamp during request triggered : 1773565778652	 Sensor ID : FR Postimestamp during response triggered : 1773565778653	 Sensor ID : RR sensor
timestamp during request triggered : 1773565778662	 Sensor ID : FL Postimestamp during request triggered : 1773565778666	 Sensor ID : RL Postimestamp during response triggered : 1773565778674	 Sensor ID : FR sensor
timestamp during request triggered : 1773565778681	 Sensor ID : RR Postimestamp during response triggered : 1773565778685	 Sensor ID : FL sensor
timestamp during response triggered : 1773565778687	 Sensor ID : RL sensor
timestamp during request triggered : 1773565778702	 Sensor ID : FR Postimestamp during response triggered : 1773565778704	 Sensor ID : RR sensor
timestamp during request triggered : 1773565778712	 Sensor ID : FL Postimestamp during request triggered : 1773565778715	 Sensor ID : RL Postimestamp during response triggered : 1773565778723	 Sensor ID : FR sensor
timestamp during request triggered : 1773565778731	 Sensor ID : RR Postimestamp during response triggered : 1773565778735	 Sensor ID : FL sensor
timestamp during response triggered : 1773565778737	 Sensor ID : RL sensor
timestamp during request triggered : 1773565778752	 Sensor ID : FR Postimestamp during response triggered : 1773565778754	 Sensor ID : RR sensor
timestamp during request triggered : 1773565778763	 Sensor ID : FL Postimestamp during request triggered : 1773565778765	 Sensor ID : RL Postimestamp during response triggered : 1773565778773	 Sensor ID : FR sensor
timestamp during request triggered : 1773565778781	 Sensor ID : RR Postimestamp during response triggered : 1773565778785	 Sensor ID : FL sensor
timestamp during response triggered : 1773565778789	 Sensor ID : RL sensor
timestamp during request triggered : 1773565778802	 Sensor ID : FR Postimestamp during response triggered : 1773565778804	 Sensor ID : RR sensor
timestamp during request triggered : 1773565778812	 Sensor ID : FL Postimestamp during request triggered : 1773565778816	 Sensor ID : RL Postimestamp during response triggered : 1773565778824	 Sensor ID : FR sensor
timestamp during request triggered : 1773565778831	 Sensor ID : RR Postimestamp during response triggered : 1773565778834	 Sensor ID : FL sensor
timestamp during response triggered : 1773565778838	 Sensor ID : RL sensor
timestamp during request triggered : 1773565778852	 Sensor ID : FR Postimestamp during response triggered : 1773565778853	 Sensor ID : RR sensor
timestamp during request triggered : 1773565778858	 Sensor ID : FL Postimestamp during request triggered : 1773565778865	 Sensor ID : RL Postimestamp during response triggered : 1773565778874	 Sensor ID : FR sensor
timestamp during response triggered : 1773565778880	 Sensor ID : FL sensor
timestamp during request triggered : 1773565778881	 Sensor ID : RR Postimestamp during response triggered : 1773565778888	 Sensor ID : RL sensor
timestamp during request triggered : 1773565778902	 Sensor ID : FR Postimestamp during response triggered : 1773565778904	 Sensor ID : RR sensor
timestamp during request triggered : 1773565778913	 Sensor ID : FL Postimestamp during request triggered : 1773565778915	 Sensor ID : RL Postimestamp during response triggered : 1773565778924	 Sensor ID : FR sensor
timestamp during request triggered : 1773565778931	 Sensor ID : RR Postimestamp during response triggered : 1773565778934	 Sensor ID : FL sensor
timestamp during response triggered : 1773565778938	 Sensor ID : RL sensor
timestamp during request triggered : 1773565778952	 Sensor ID : FR Postimestamp during response triggered : 1773565778954	 Sensor ID : RR sensor
timestamp during request triggered : 1773565778962	 Sensor ID : FL Postimestamp during request triggered : 1773565778966	 Sensor ID : RL Postimestamp during response triggered : 1773565778974	 Sensor ID : FR sensor
timestamp during request triggered : 1773565778981	 Sensor ID : RR Postimestamp during response triggered : 1773565778984	 Sensor ID : FL sensor
timestamp during response triggered : 1773565778988	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779002	 Sensor ID : FR Postimestamp during response triggered : 1773565779003	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779012	 Sensor ID : FL Postimestamp during request triggered : 1773565779016	 Sensor ID : RL Postimestamp during response triggered : 1773565779024	 Sensor ID : FR sensor
timestamp during request triggered : 1773565779031	 Sensor ID : RR Postimestamp during response triggered : 1773565779034	 Sensor ID : FL sensor
timestamp during response triggered : 1773565779038	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779052	 Sensor ID : FR Postimestamp during response triggered : 1773565779053	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779055	 Sensor ID : FL Postimestamp during request triggered : 1773565779065	 Sensor ID : RL Postimestamp during response triggered : 1773565779074	 Sensor ID : FR sensor
timestamp during response triggered : 1773565779078	 Sensor ID : FL sensor
timestamp during request triggered : 1773565779081	 Sensor ID : RR Postimestamp during response triggered : 1773565779088	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779102	 Sensor ID : FR Postimestamp during response triggered : 1773565779103	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779112	 Sensor ID : FL Postimestamp during request triggered : 1773565779116	 Sensor ID : RL Postimestamp during response triggered : 1773565779124	 Sensor ID : FR sensor
timestamp during request triggered : 1773565779131	 Sensor ID : RR Postimestamp during response triggered : 1773565779135	 Sensor ID : FL sensor
timestamp during response triggered : 1773565779138	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779152	 Sensor ID : FR Postimestamp during response triggered : 1773565779152	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779162	 Sensor ID : FL Postimestamp during request triggered : 1773565779166	 Sensor ID : RL Postimestamp during response triggered : 1773565779174	 Sensor ID : FR sensor
timestamp during request triggered : 1773565779181	 Sensor ID : RR Postimestamp during response triggered : 1773565779184	 Sensor ID : FL sensor
timestamp during response triggered : 1773565779187	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779202	 Sensor ID : FR Postimestamp during response triggered : 1773565779203	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779213	 Sensor ID : FL Postimestamp during request triggered : 1773565779216	 Sensor ID : RL Postimestamp during response triggered : 1773565779224	 Sensor ID : FR sensor
timestamp during request triggered : 1773565779230	 Sensor ID : RR Postimestamp during response triggered : 1773565779235	 Sensor ID : FL sensor
timestamp during response triggered : 1773565779238	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779252	 Sensor ID : FR Postimestamp during response triggered : 1773565779253	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779257	 Sensor ID : FL Postimestamp during request triggered : 1773565779266	 Sensor ID : RL Postimestamp during response triggered : 1773565779274	 Sensor ID : FR sensor
timestamp during response triggered : 1773565779280	 Sensor ID : FL sensor
timestamp during request triggered : 1773565779281	 Sensor ID : RR Postimestamp during response triggered : 1773565779288	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779302	 Sensor ID : FR Postimestamp during response triggered : 1773565779303	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779313	 Sensor ID : FL Postimestamp during request triggered : 1773565779316	 Sensor ID : RL Postimestamp during response triggered : 1773565779323	 Sensor ID : FR sensor
timestamp during request triggered : 1773565779331	 Sensor ID : RR Postimestamp during response triggered : 1773565779335	 Sensor ID : FL sensor
timestamp during response triggered : 1773565779338	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779352	 Sensor ID : FR Postimestamp during response triggered : 1773565779353	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779363	 Sensor ID : FL Postimestamp during request triggered : 1773565779365	 Sensor ID : RL Postimestamp during response triggered : 1773565779374	 Sensor ID : FR sensor
timestamp during request triggered : 1773565779380	 Sensor ID : RR Postimestamp during response triggered : 1773565779385	 Sensor ID : FL sensor
timestamp during response triggered : 1773565779388	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779402	 Sensor ID : FR Postimestamp during response triggered : 1773565779403	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779412	 Sensor ID : FL Postimestamp during request triggered : 1773565779416	 Sensor ID : RL Postimestamp during response triggered : 1773565779424	 Sensor ID : FR sensor
timestamp during request triggered : 1773565779431	 Sensor ID : RR Postimestamp during response triggered : 1773565779434	 Sensor ID : FL sensor
timestamp during response triggered : 1773565779438	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779452	 Sensor ID : FR Postimestamp during response triggered : 1773565779453	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779462	 Sensor ID : FL Postimestamp during request triggered : 1773565779465	 Sensor ID : RL Postimestamp during response triggered : 1773565779474	 Sensor ID : FR sensor
timestamp during request triggered : 1773565779481	 Sensor ID : RR Postimestamp during response triggered : 1773565779485	 Sensor ID : FL sensor
timestamp during response triggered : 1773565779487	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779502	 Sensor ID : FR Postimestamp during response triggered : 1773565779504	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779513	 Sensor ID : FL Postimestamp during request triggered : 1773565779515	 Sensor ID : RL Postimestamp during response triggered : 1773565779524	 Sensor ID : FR sensor
timestamp during request triggered : 1773565779531	 Sensor ID : RR Postimestamp during response triggered : 1773565779535	 Sensor ID : FL sensor
timestamp during response triggered : 1773565779538	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779552	 Sensor ID : FR Postimestamp during response triggered : 1773565779553	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779562	 Sensor ID : FL Postimestamp during request triggered : 1773565779566	 Sensor ID : RL Postimestamp during response triggered : 1773565779574	 Sensor ID : FR sensor
timestamp during request triggered : 1773565779581	 Sensor ID : RR Postimestamp during response triggered : 1773565779584	 Sensor ID : FL sensor
timestamp during response triggered : 1773565779588	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779602	 Sensor ID : FR Postimestamp during response triggered : 1773565779603	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779612	 Sensor ID : FL Postimestamp during request triggered : 1773565779615	 Sensor ID : RL Postimestamp during response triggered : 1773565779623	 Sensor ID : FR sensor
timestamp during request triggered : 1773565779631	 Sensor ID : RR Postimestamp during response triggered : 1773565779635	 Sensor ID : FL sensor
timestamp during response triggered : 1773565779638	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779652	 Sensor ID : FR Postimestamp during response triggered : 1773565779653	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779655	 Sensor ID : FL Postimestamp during request triggered : 1773565779665	 Sensor ID : RL Postimestamp during response triggered : 1773565779674	 Sensor ID : FR sensor
timestamp during response triggered : 1773565779679	 Sensor ID : FL sensor
timestamp during request triggered : 1773565779681	 Sensor ID : RR Postimestamp during response triggered : 1773565779687	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779702	 Sensor ID : FR Postimestamp during response triggered : 1773565779703	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779712	 Sensor ID : FL Postimestamp during request triggered : 1773565779716	 Sensor ID : RL Postimestamp during response triggered : 1773565779724	 Sensor ID : FR sensor
timestamp during request triggered : 1773565779731	 Sensor ID : RR Postimestamp during response triggered : 1773565779734	 Sensor ID : FL sensor
timestamp during response triggered : 1773565779737	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779752	 Sensor ID : FR Postimestamp during response triggered : 1773565779753	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779762	 Sensor ID : FL Postimestamp during request triggered : 1773565779765	 Sensor ID : RL Postimestamp during response triggered : 1773565779773	 Sensor ID : FR sensor
timestamp during request triggered : 1773565779781	 Sensor ID : RR Postimestamp during response triggered : 1773565779785	 Sensor ID : FL sensor
timestamp during response triggered : 1773565779799	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779802	 Sensor ID : FR Postimestamp during response triggered : 1773565779803	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779813	 Sensor ID : FL Postimestamp during request triggered : 1773565779815	 Sensor ID : RL Postimestamp during response triggered : 1773565779824	 Sensor ID : FR sensor
timestamp during request triggered : 1773565779831	 Sensor ID : RR Postimestamp during response triggered : 1773565779835	 Sensor ID : FL sensor
timestamp during response triggered : 1773565779837	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779852	 Sensor ID : FR Postimestamp during response triggered : 1773565779852	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779857	 Sensor ID : FL Postimestamp during request triggered : 1773565779866	 Sensor ID : RL Postimestamp during response triggered : 1773565779875	 Sensor ID : FR sensor
timestamp during response triggered : 1773565779879	 Sensor ID : FL sensor
timestamp during request triggered : 1773565779881	 Sensor ID : RR Postimestamp during response triggered : 1773565779888	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779902	 Sensor ID : FR Postimestamp during response triggered : 1773565779904	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779912	 Sensor ID : FL Postimestamp during request triggered : 1773565779916	 Sensor ID : RL Postimestamp during response triggered : 1773565779924	 Sensor ID : FR sensor
timestamp during request triggered : 1773565779931	 Sensor ID : RR Postimestamp during response triggered : 1773565779935	 Sensor ID : FL sensor
timestamp during response triggered : 1773565779938	 Sensor ID : RL sensor
timestamp during request triggered : 1773565779952	 Sensor ID : FR Postimestamp during response triggered : 1773565779954	 Sensor ID : RR sensor
timestamp during request triggered : 1773565779963	 Sensor ID : FL Postimestamp during request triggered : 1773565779966	 Sensor ID : RL Postimestamp during response triggered : 1773565779975	 Sensor ID : FR sensor
timestamp during request triggered : 1773565779980	 Sensor ID : RR Postimestamp during response triggered : 1773565779986	 Sensor ID : FL sensor
timestamp during response triggered : 1773565779989	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780002	 Sensor ID : FR Postimestamp during response triggered : 1773565780003	 Sensor ID : RR sensor
timestamp during request triggered : 1773565780012	 Sensor ID : FL Postimestamp during request triggered : 1773565780016	 Sensor ID : RL Postimestamp during response triggered : 1773565780025	 Sensor ID : FR sensor
timestamp during request triggered : 1773565780031	 Sensor ID : RR Postimestamp during response triggered : 1773565780035	 Sensor ID : FL sensor
timestamp during response triggered : 1773565780039	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780052	 Sensor ID : FR Postimestamp during response triggered : 1773565780053	 Sensor ID : RR sensor
timestamp during request triggered : 1773565780062	 Sensor ID : FL Postimestamp during request triggered : 1773565780065	 Sensor ID : RL Postimestamp during response triggered : 1773565780074	 Sensor ID : FR sensor
timestamp during request triggered : 1773565780081	 Sensor ID : RR Postimestamp during response triggered : 1773565780085	 Sensor ID : FL sensor
timestamp during response triggered : 1773565780088	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780102	 Sensor ID : FR Postimestamp during response triggered : 1773565780103	 Sensor ID : RR sensor
timestamp during request triggered : 1773565780113	 Sensor ID : FL Postimestamp during request triggered : 1773565780115	 Sensor ID : RL Postimestamp during response triggered : 1773565780124	 Sensor ID : FR sensor
timestamp during request triggered : 1773565780131	 Sensor ID : RR Postimestamp during response triggered : 1773565780135	 Sensor ID : FL sensor
timestamp during response triggered : 1773565780139	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780152	 Sensor ID : FR Postimestamp during response triggered : 1773565780153	 Sensor ID : RR sensor
timestamp during request triggered : 1773565780157	 Sensor ID : FL Postimestamp during request triggered : 1773565780166	 Sensor ID : RL Postimestamp during response triggered : 1773565780175	 Sensor ID : FR sensor
timestamp during response triggered : 1773565780180	 Sensor ID : FL sensor
timestamp during request triggered : 1773565780181	 Sensor ID : RR Postimestamp during response triggered : 1773565780188	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780202	 Sensor ID : FR Postimestamp during response triggered : 1773565780204	 Sensor ID : RR sensor
timestamp during request triggered : 1773565780212	 Sensor ID : FL Postimestamp during request triggered : 1773565780216	 Sensor ID : RL Postimestamp during response triggered : 1773565780225	 Sensor ID : FR sensor
timestamp during request triggered : 1773565780231	 Sensor ID : RR Postimestamp during response triggered : 1773565780235	 Sensor ID : FL sensor
timestamp during response triggered : 1773565780237	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780252	 Sensor ID : FR Postimestamp during response triggered : 1773565780253	 Sensor ID : RR sensor
timestamp during request triggered : 1773565780255	 Sensor ID : FL Postimestamp during request triggered : 1773565780265	 Sensor ID : RL Postimestamp during response triggered : 1773565780274	 Sensor ID : FR sensor
timestamp during response triggered : 1773565780278	 Sensor ID : FL sensor
timestamp during request triggered : 1773565780280	 Sensor ID : RR Postimestamp during response triggered : 1773565780288	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780302	 Sensor ID : FR Postimestamp during response triggered : 1773565780302	 Sensor ID : RR sensor
timestamp during request triggered : 1773565780312	 Sensor ID : FL Postimestamp during request triggered : 1773565780316	 Sensor ID : RL Postimestamp during response triggered : 1773565780324	 Sensor ID : FR sensor
timestamp during request triggered : 1773565780331	 Sensor ID : RR Postimestamp during response triggered : 1773565780335	 Sensor ID : FL sensor
timestamp during response triggered : 1773565780338	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780352	 Sensor ID : FR Postimestamp during response triggered : 1773565780353	 Sensor ID : RR sensor
timestamp during request triggered : 1773565780362	 Sensor ID : FL Postimestamp during request triggered : 1773565780365	 Sensor ID : RL Postimestamp during response triggered : 1773565780374	 Sensor ID : FR sensor
timestamp during request triggered : 1773565780381	 Sensor ID : RR Postimestamp during response triggered : 1773565780385	 Sensor ID : FL sensor
timestamp during response triggered : 1773565780387	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780402	 Sensor ID : FR Postimestamp during response triggered : 1773565780403	 Sensor ID : RR sensor
timestamp during request triggered : 1773565780413	 Sensor ID : FL Postimestamp during request triggered : 1773565780415	 Sensor ID : RL Postimestamp during response triggered : 1773565780424	 Sensor ID : FR sensor
timestamp during request triggered : 1773565780430	 Sensor ID : RR Postimestamp during response triggered : 1773565780436	 Sensor ID : FL sensor
timestamp during response triggered : 1773565780438	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780452	 Sensor ID : FR Postimestamp during response triggered : 1773565780453	 Sensor ID : RR sensor
timestamp during request triggered : 1773565780457	 Sensor ID : FL Postimestamp during request triggered : 1773565780466	 Sensor ID : RL Postimestamp during response triggered : 1773565780474	 Sensor ID : FR sensor
timestamp during response triggered : 1773565780480	 Sensor ID : FL sensor
timestamp during request triggered : 1773565780481	 Sensor ID : RR Postimestamp during response triggered : 1773565780488	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780502	 Sensor ID : FR Postimestamp during response triggered : 1773565780503	 Sensor ID : RR sensor
timestamp during request triggered : 1773565780512	 Sensor ID : FL Postimestamp during request triggered : 1773565780515	 Sensor ID : RL Postimestamp during response triggered : 1773565780524	 Sensor ID : FR sensor
timestamp during request triggered : 1773565780531	 Sensor ID : RR Postimestamp during response triggered : 1773565780534	 Sensor ID : FL sensor
timestamp during response triggered : 1773565780538	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780552	 Sensor ID : FR Postimestamp during response triggered : 1773565780553	 Sensor ID : RR sensor
timestamp during request triggered : 1773565780562	 Sensor ID : FL Postimestamp during request triggered : 1773565780565	 Sensor ID : RL Postimestamp during response triggered : 1773565780574	 Sensor ID : FR sensor
timestamp during request triggered : 1773565780581	 Sensor ID : RR Postimestamp during response triggered : 1773565780585	 Sensor ID : FL sensor
timestamp during response triggered : 1773565780587	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780602	 Sensor ID : FR Postimestamp during response triggered : 1773565780603	 Sensor ID : RR sensor
timestamp during request triggered : 1773565780612	 Sensor ID : FL Postimestamp during request triggered : 1773565780616	 Sensor ID : RL Postimestamp during response triggered : 1773565780625	 Sensor ID : FR sensor
timestamp during request triggered : 1773565780631	 Sensor ID : RR Postimestamp during response triggered : 1773565780634	 Sensor ID : FL sensor
timestamp during response triggered : 1773565780638	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780652	 Sensor ID : FR Postimestamp during response triggered : 1773565780653	 Sensor ID : RR sensor
timestamp during request triggered : 1773565780662	 Sensor ID : FL Postimestamp during request triggered : 1773565780665	 Sensor ID : RL Postimestamp during response triggered : 1773565780674	 Sensor ID : FR sensor
timestamp during request triggered : 1773565780681	 Sensor ID : RR Postimestamp during response triggered : 1773565780684	 Sensor ID : FL sensor
timestamp during response triggered : 1773565780688	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780702	 Sensor ID : FR Postimestamp during response triggered : 1773565780703	 Sensor ID : RR sensor
timestamp during request triggered : 1773565780713	 Sensor ID : FL Postimestamp during request triggered : 1773565780715	 Sensor ID : RL Postimestamp during response triggered : 1773565780725	 Sensor ID : FR sensor
timestamp during request triggered : 1773565780730	 Sensor ID : RR Postimestamp during response triggered : 1773565780735	 Sensor ID : FL sensor
timestamp during response triggered : 1773565780738	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780752	 Sensor ID : FR Postimestamp during response triggered : 1773565780753	 Sensor ID : RR sensor
timestamp during request triggered : 1773565780762	 Sensor ID : FL Postimestamp during request triggered : 1773565780766	 Sensor ID : RL Postimestamp during response triggered : 1773565780775	 Sensor ID : FR sensor
timestamp during request triggered : 1773565780781	 Sensor ID : RR Postimestamp during response triggered : 1773565780785	 Sensor ID : FL sensor
timestamp during response triggered : 1773565780788	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780802	 Sensor ID : FR Postimestamp during response triggered : 1773565780804	 Sensor ID : RR sensor
timestamp during request triggered : 1773565780812	 Sensor ID : FL Postimestamp during request triggered : 1773565780815	 Sensor ID : RL Postimestamp during response triggered : 1773565780824	 Sensor ID : FR sensor
timestamp during request triggered : 1773565780831	 Sensor ID : RR Postimestamp during request triggered : 1773565780856	 Sensor ID : FR Postimestamp during response triggered : 1773565780857	 Sensor ID : FL sensor
timestamp during request triggered : 1773565780857	 Sensor ID : FL Postimestamp during response triggered : 1773565780860	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780867	 Sensor ID : RL Postimestamp during response triggered : 1773565780876	 Sensor ID : RR sensor
timestamp during response triggered : 1773565780880	 Sensor ID : FR sensor
timestamp during response triggered : 1773565780882	 Sensor ID : FL sensor
timestamp during request triggered : 1773565780883	 Sensor ID : RR Postimestamp during response triggered : 1773565780889	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780902	 Sensor ID : FR Postimestamp during response triggered : 1773565780905	 Sensor ID : RR sensor
timestamp during request triggered : 1773565780912	 Sensor ID : FL Postimestamp during request triggered : 1773565780916	 Sensor ID : RL Postimestamp during response triggered : 1773565780924	 Sensor ID : FR sensor
timestamp during request triggered : 1773565780931	 Sensor ID : RR Postimestamp during response triggered : 1773565780935	 Sensor ID : FL sensor
timestamp during response triggered : 1773565780938	 Sensor ID : RL sensor
timestamp during request triggered : 1773565780952	 Sensor ID : FR Postimestamp during response triggered : 1773565780953	 Sensor ID : RR sensor
timestamp during request triggered : 1773565780962	 Sensor ID : FL Postimestamp during request triggered : 1773565780965	 Sensor ID : RL Postimestamp during response triggered : 1773565780973	 Sensor ID : FR sensor
timestamp during request triggered : 1773565780981	 Sensor ID : RR Postimestamp during response triggered : 1773565780985	 Sensor ID : FL sensor
timestamp during response triggered : 1773565780988	 Sensor ID : RL sensor
timestamp during request triggered : 1773565781002	 Sensor ID : FR Postimestamp during response triggered : 1773565781003	 Sensor ID : RR sensor
timestamp during request triggered : 1773565781013	 Sensor ID : FL Postimestamp during request triggered : 1773565781015	 Sensor ID : RL Postimestamp during response triggered : 1773565781025	 Sensor ID : FR sensor
timestamp during request triggered : 1773565781030	 Sensor ID : RR Postimestamp during response triggered : 1773565781035	 Sensor ID : FL sensor
timestamp during response triggered : 1773565781038	 Sensor ID : RL sensor
timestamp during request triggered : 1773565781052	 Sensor ID : FR Postimestamp during response triggered : 1773565781053	 Sensor ID : RR sensor
timestamp during request triggered : 1773565781057	 Sensor ID : FL Postimestamp during request triggered : 1773565781066	 Sensor ID : RL Postimestamp during response triggered : 1773565781074	 Sensor ID : FR sensor
timestamp during response triggered : 1773565781080	 Sensor ID : FL sensor
timestamp during request triggered : 1773565781081	 Sensor ID : RR Postimestamp during response triggered : 1773565781088	 Sensor ID : RL sensor
timestamp during request triggered : 1773565781102	 Sensor ID : FR Postimestamp during response triggered : 1773565781103	 Sensor ID : RR sensor
timestamp during request triggered : 1773565781112	 Sensor ID : FL Postimestamp during request triggered : 1773565781115	 Sensor ID : RL Postimestamp during response triggered : 1773565781124	 Sensor ID : FR sensor
timestamp during request triggered : 1773565781131	 Sensor ID : RR Postimestamp during response triggered : 1773565781135	 Sensor ID : FL sensor
timestamp during response triggered : 1773565781137	 Sensor ID : RL sensor
timestamp during request triggered : 1773565781152	 Sensor ID : FR Postimestamp during response triggered : 1773565781152	 Sensor ID : RR sensor
timestamp during request triggered : 1773565781162	 Sensor ID : FL Postimestamp during request triggered : 1773565781165	 Sensor ID : RL Postimestamp during response triggered : 1773565781174	 Sensor ID : FR sensor
timestamp during request triggered : 1773565781180	 Sensor ID : RR Postimestamp during response triggered : 1773565781186	 Sensor ID : FL sensor
timestamp during response triggered : 1773565781188	 Sensor ID : RL sensor
timestamp during request triggered : 1773565781202	 Sensor ID : FR Postimestamp during response triggered : 1773565781204	 Sensor ID : RR sensor
timestamp during request triggered : 1773565781212	 Sensor ID : FL Postimestamp during request triggered : 1773565781216	 Sensor ID : RL Postimestamp during response triggered : 1773565781224	 Sensor ID : FR sensor
timestamp during request triggered : 1773565781231	 Sensor ID : RR Postimestamp during response triggered : 1773565781234	 Sensor ID : FL sensor
timestamp during response triggered : 1773565781238	 Sensor ID : RL sensor
timestamp during request triggered : 1773565781252	 Sensor ID : FR Postimestamp during response triggered : 1773565781253	 Sensor ID : RR sensor
timestamp during request triggered : 1773565781262	 Sensor ID : FL Postimestamp during request triggered : 1773565781265	 Sensor ID : RL Postimestamp during response triggered : 1773565781274	 Sensor ID : FR sensor
timestamp during request triggered : 1773565781281	 Sensor ID : RR Postimestamp during response triggered : 1773565781285	 Sensor ID : FL sensor
timestamp during response triggered : 1773565781288	 Sensor ID : RL sensor
timestamp during request triggered : 1773565781302	 Sensor ID : FR Postimestamp during response triggered : 1773565781303	 Sensor ID : RR sensor
timestamp during request triggered : 1773565781313	 Sensor ID : FL Postimestamp during request triggered : 1773565781315	 Sensor ID : RL Postimestamp during response triggered : 1773565781324	 Sensor ID : FR sensor
timestamp during request triggered : 1773565781330	 Sensor ID : RR Postimestamp during response triggered : 1773565781335	 Sensor ID : FL sensor
timestamp during response triggered : 1773565781339	 Sensor ID : RL sensor
timestamp during request triggered : 1773565781352	 Sensor ID : FR Postimestamp during response triggered : 1773565781354	 Sensor ID : RR sensor
timestamp during request triggered : 1773565781362	 Sensor ID : FL Postimestamp during request triggered : 1773565781366	 Sensor ID : RL Postimestamp during response triggered : 1773565781375	 Sensor ID : FR sensor
timestamp during request triggered : 1773565781381	 Sensor ID : RR Postimestamp during response triggered : 1773565781385	 Sensor ID : FL sensor
timestamp during response triggered : 1773565781388	 Sensor ID : RL sensor
timestamp during request triggered : 1773565781402	 Sensor ID : FR Postimestamp during response triggered : 1773565781403	 Sensor ID : RR sensor
timestamp during request triggered : 1773565781412	 Sensor ID : FL Postimestamp during request triggered : 1773565781416	 Sensor ID : RL Postimestamp during response triggered : 1773565781423	 Sensor ID : FR sensor
timestamp during request triggered : 1773565781431	 Sensor ID : RR Postimestamp during response triggered : 1773565781435	 Sensor ID : FL sensor
timestamp during response triggered : 1773565781438	 Sensor ID : RL sensor
timestamp during request triggered : 1773565781451	 Sensor ID : FR Postimestamp during response triggered : 1773565781453	 Sensor ID : RR sensor
timestamp during request triggered : 1773565781455	 Sensor ID : FL Postimestamp during request triggered : 1773565781465	 Sensor ID : RL Postimestamp during response triggered : 1773565781473	 Sensor ID : FR sensor
timestamp during response triggered : 1773565781478	 Sensor ID : FL sensor
